IsiLaporan,kategori
jalan lingkung wilayah rw tegal alur kalideres barat jalan sbb jalan mushollah al hidayah meter lebar meterjl lingga meter lebar meterjl masjid assaudiyah pan,8
wilayah bangun kali kali sipon lintas tpu tegal alur kali monggol tertib menganggu laku kerja,8
bumn instansi kait pt jasa marga polisi pagar batako permanen lahan milik pt marga mandala sakti langsung senin september giat laku p,8
provinsi setu cipayung timur bangun waduk setu waduk dinas ikan dinas kait,8
warga pademangan barat gang rt rw bangun jalan daerah,8
tinjau kerja dinas kait bersih sampah kanal banjir timur pulo gebang,8
harap perhati tindaklanjutnya kondisi aman nyaman lingkung apartemen metro sunter utara buah mukim liar tanah kosong laku aktifitas ya,8
harap perhati tindaklanjutnya salam sejahtera komplek bumi bintaro permai rw pesanggrahan selatan luas hektar,8
ditindaklanjuti jalan lubang aspal cuat bentuk gundu bahaya jalan halte busway kebon jeruk barat perhati myra,8
laku eru lumpur kali jalan danau sunter utara fakta lapang kali alami dangkal parah,8
provinsi giat bor sumur minggu selesai giat bor alat berat mesin bor letak kerja be,8
selamat sore lintas kalibata mall macet parah arah rel kereta duren kalibata perhati macet lintas kereta aspal rusak parah,8
bantu jasa angkut sampah wilayah jatipulo kota bambu barat tugas angkut sampah daerah,8
provinsi adu tanggul kali adem muara angke giat bongkar muat muat hasil laut aktivitas marak bangun liar pinggir kali tindak,8
realisasi sudet kali ciliwung kanal banjir timur kampung melayu laksana musim hujan moga antisipasi supay,8
harap perhati tindaklanjutnya kondisi infrastruktur wilayah kelapa gading utara rusa jalan jalan gading elok utara raya utara halaman dampak kema,8
bangun sesuai izin jalan angke jaya no rt angke tambora barat bangun luas le,8
harap perhati tindaklanjutnya kondisi drainase jalan cempaka putih timur xxiv pusat drainase belah barat tutup taman musim hujan banjir,8
kereta api commuter line jurussan maja tanah abang berangkat stasiun parung wib stasiun kebayoran kereta masuk jalur salip kereta api rangkas jaya,8
harap perhati tindaklanjutnya kondisi jalan tanjung barat jagakarsa ratus motor sepeda orang jalan jalan tembus sd,8
bangun pabrik gudang salah rt rw kampung maja gadung kalideres barat warga ganggu ditindaklanjuti,8
kepala dinas p b provinsi wilayah rumah bangun milik izin sah alamat komplek jalan sinar budi rt rw jagal jaring utara menco,8
wilayah desa cipondoh tirtamulya kabupaten karawang jawa barat program pnpm mandiri desa plang papan cor jalan biaya juta papan pajang,8
yudha permana hormat warga rt jalan lingkung aspal warga demo krmh rt p yudha walikota barat jalan rusak aspal blok rumah rt blok blok,8
pemrov info sepeda motor jatuh celaka jalan arteri sunrise garden superindo kondisi jalan lubang kosim warga rt rw rawa bahagia raya grogol barat daerah kerja luas parit senang dukung kecewa kerja pen,8
bangun gudang pabrik salah rt rw gadung kalideres jakbar ber bong kar kawatir bangun nan roboh timpa rumah tindak,8
provisni mnegadukan jalan petojo selatan rusak bentuk jalan aspal tindak dinas kait,8
keluh lihat website dinas industri energi bangun terang jalan pju pesanggrahan titik butuh wilayah,8
pt kereta api bumnmohon ganggu informasi kondisi stasiun kampung bandan prihatin pintu arah wtc mangga kumuh bau bany,8
kelola bandara internasional soekarno hattasalam sejahterasaya cerita alam bandara internasional soekarno hatta bandara soekarno hatta te,8
jalan dwijaya rw gandaria utara kebayoran selatan salur air semen salur air mampet hilang hujan turun air jalan raya genang perhati ml,8
laksana bangun mrt kota,8
supir angkot patuh atur lalulintas informasi tumpang rute angkot jalan kota trayek angkot jalan macut kalapa dago cicaheum ciroyom riung,8
jalan berlian rt rw sumur mayor tuju gereja beth eden aspal tarmidi,8
halte henti angkot angkot tertib urus sarang pkl,8
daerah cigadung utama jalan cigadung pesantren tuju cigadung raya timur daerah awiligar malam lampu jalan bantu kendara kendara gelap utama pejal kaki,8
jalan stop abdul rivai pas belok turun cihampelas tanah dekok tambal dekok pondasi gali kabel pln tambal pakai semen seka,8
syukur projek laksana selasa september paruh selesai semen keras cepat rumah ibadah lokasi jalan kebayoran no kebayoran,8
tertib parkir liar universitas moestopo jalan hang lekir parah jalan jalur kadang kadang jalur motor mobil parkir atur program razia parkir liar da,8
provinsi adu parkir liar kantor balai kota gedung jalan medan merdeka selatan balai kota parkir liar gedung l,8
harap perhati tindaklanjutnya bangun wilayah pusat kait papan izin bangun imb izin bangun imb laku bangun bangun,8
dishub kota tolong parkir liar sekolah darul hikam tertib suka bikin macet parah rambu larang parkir,8
tolong dinas terkaitmobil motor parkir sembarang jembatan kiaracondong tindak macet nyaman jalan sempit parah pkl angkot henti sembarang,8
asalamu alaikum ma af walikota asli lahir kota tertib dagang kaki lima parkir kendara atur semerawut pasar kiaracondong pasar kiaracondong renovasi,8
september pepet rombong mobil alphard nomor polisi b jalan rasuna said mobil patwal polisi parah land cruiser nomor polisi b bd mepet mobil,8
provinsi adu perihal bangun salur air kerja makan kerja minggu selesai kemari,8
daerah lenteng agung stasiun pagi macet halaman orang orang menyebrang angkot ngetem sembarang br,8
segara instruksi instansi jajar nya kait buah lubang tutup salur drainase jalan slip raya rusak dampak halaman macet bahaya hantu gun,8
bangun trotoar jalan s parman barat jalan lambat puing bokar trotoar langsung bersih trotoar selesai pasang bongkar hasil kerja rapi muka,8
provinsi mnegadukan jalan kartini raya kali parkir mobil trotoar pedestrian pinggir kali bangun permanen tindak,8
danau sunter utara eceng gondok banyakhampir muka danau tutup eceng gondoktolong dinas kait menanggulanginnyaterima,8
harap perhati tindaklanjutnya kondisi kali cakung drain timur penuh tumpu sampah,8
informasi wilayah rumah bojong rawa buaya cengkareng fasos fasum gubuk liar parkir mobil sarana dagang tindak,8
tindak kait bangun ruko pintu jalan raya pondok kelapa blok b belah empek empek raden bangun jalan keliling tutup seng bangun beriz,8
provinsi daerah pasar rumput pasaraya stasiun manggarai trotoar zebra cross trotoar zebra cross pejal kaki aman nyaman,8
bangun rusunawa pasar rumput bowo kubur menteng kuningan setia budi selatan,8
evaluasi kait bangun jagakarsa selatan bangun lantai imb tindak halaman langgar perda no contoh bangun lantai imb jalan kebembem,8
jalan madrasah saadatuddarain gang jamblang duri selatankec tamborajakarta barat rusak parah,8
pemrpov jakaarta siang mobil parkir pinggir jalan pos pengumben raya barat sekolah national high macet tindak larang parkir stop jalan,8
provinsi lebak bulus bona indah macet total tutup jalan gunung balong lebak bulus kendara putar jalan lebak bulus lampu atur l,8
selamat pagi surianto pungut liar kerja gali jalan gunung sahari raya no a bayar ribu ribu jalan akses kantor bayar t,8
bantu jalan rusak m lebar m lokasi hubung jalan manunggal rumah kebon jeruk interkon meruya selatan kembang sugiyono,8
provinsi adu macet terminal kampung melayu halaman angkut henti jalur jalan tugas angkut men,8
provinsi mealporkan jalan jaksa rw pondok bambu duren sawit timur potong jalan letak pasar pondok bambu smp jalan,8
bantu laku jalan kampung jalan batu belah rt rw cipedak jagakarsa selatan warga heber sihombing,8
rustanto sudin warga jalan masjid assalam no a joglo kembang barat jalan lingkung aspal berkat swadaya masyarakat lebar m x m jal,8
jakartamohon bantu tertib parkir liar trotoar jalan wolter mongondisi jalan gunawarman daerah senopati kebayoran selatan daerah kendar,8
bantu laku lebar trotoar stasiun sudirman,8
salur air jalan bambu perhati tinjau bangun salur air jalan bambu srengseng kembang jalan bambu banjir hujan kare,8
salur air kantor daya aparatur negara reformasi birokrasi bunderan senayan jalan air luber genang jalan jenderal sudirman halaman langsung lam,8
jalan lubang lampu merah itc cempaka mas simpang jalan rintis merdeka sisi utara jalan r suprapto pusat jalan bahaya kendara motor jalan tambal sa,8
keluh layan tranjakarta armada layak jalan nyaman saran salah syarat lelang operator busway nyaman bus bus didalamny,8
periksa salur air mampet kantor men pan lokasi jalur lambat bunderan senayan akibat jalan banjir gelombang dip,8
asep tunggara ketua rw slip barat kena jalan mht wilayah rw prihatin tolong warga jatuh uma orang tua h,8
hubung riassalamualaikum wr wb warga masyarakat ras pulau tujuh natuna pulau riau selesai program bangun labuh,8
jalan jalan terna raya dinas pu jalan laku jalan tanggung cor laku besi beton cor nya s,8
provinsi separator busway pramuka mampang matraman mobil masuk jalur busway tindak dinas kait,8
pemkot kota jembatan kiara condong macet parah u turn ujung jmbatan tuju sukarno hatta tertib ramp u turn tuju arah kiara condong kasihtriana warga,8
saran halte kota pasang pipa stainless halte rs pluit duduk,8
provinsi warga rw sulit buang sampah wilayah kompos tanah tpu tegal alur pembongka,8
provinsi bangun luas stasiun kereta api butuh imb dinas kait,8
jembatan penyebrangan orang gajah mada plaza besi sangga lepas tolong takut timpa pengguan jalan tindak,8
rumah menteng rt rw selatan salur air kali lumayan lebar alir air hujan kali bangun temp,8
tindak pungli bongkar jalan jalan gunung sahari raya no milik ruko jalan gunung sahari bayar rupiah ribu pasang selokan,8
selamat siang warga jalan ceger raya jurang mangu timur pondok aren kantor jurang mangu barat temu jalan ceger raya jalan menuj,8
perhati tindak kondisi air selokan got mampet ambang rusak dasar got lampu terang jalan mati menteng rw rt,8
provinsi keluh angkut m m bus manggis angkut henti macet bus anggrek syahdan jalan an,8
memberitahukan jalan caringin lubang parah kendara gelincir halaman macet daerah jalan rshs lubang da,8
jakartamohon perhati tindaklanjut jalan angsana i rt rw duri kepa lokasi puskesmas duri kepa jalan pakai jalan akses masuk tpu duri kepa pintu,8
harap perhati tindaklanjutnya kondisi kali pesing koneng barat butuh laku normalisasi cegah banjir musim hujan,8
harap perhati tindaklanjutnya kondisi jalan layang antasari tanpak urus tumbuh rumput sudut sudut,8
bantu jalan jalan h saanah kembang utara jalan hancur kena banjir,8
dar saran jembatan seberang tuju selter busway pasang eskalator biar capek jalan kasihan lansia alih busway jalan capek,8
lena budiarti alamat jalan s tubun i rt rw rumah got tutup papan pakai jalan got lebar bayang anak kej,8
aseng warga sunter pulo pabrik honda yos sudarso bangun rumah lingkung rumah rupa jalan dampak timbul ba,8
tinjau drainase wilayah sunter agung podomorokarena salur got alir kali hujan deras menit air jalan tindak,8
urus rusunawa pusat syarat,8
busway koridor mogok unit pindah busway kondisi ac rusak panas jubel sesak ganti armada,8
informasi shelter bus way pondok pinang kondusif exhaust kipas angin berfunsgsi busway lintas,8
lintas daerah bandeng selatan samping restaurant ayam kukuk bangun bangun plang papan izin bangungan imb informasi mas,8
provinsi langgar tata ruang apartemen botanica tertib bongkar dasar kawasan bangun apartemen jalur hijau atur rencana detail tata ruang peme,8
tindak kait bangun lantai jalan kacang polong perum bojong indah cengkareng sesuai izin,8
selamat pagi lampu terang jalan swadaya raya duren sawit kampung rawa domba rt rw no mati minggu tolong haris pasaribu,8
bumi kemah apriari ragunan kamar mandi awat pintu lubang ganti,8
kondisi trotoar p jayakarta stasiun p jayakarta prihatin trotoar rusak drainase kerja parkir truk kendara roda pkl pem,8
aktifitas bangun jalan angsana raya jam malam sabtu minggu aktifitas jalan halaman menganggu nyaman warga utama orang tua gol,8
tolong kali krukut besarperbatasan tambora taman sari dikerukkarena timbul pulau sampah kali hujan mnt luap,8
ditindaklanjuti jalan bandeng utara gg petak buntek cor parkir container truck dll halaman hambat arus mobil rumah kerja sekolah teri,8
jalan tanah real gali got puing bekas gali kering angkat jalan macet terimah perhati nya,8
aslmkmsaya air ledeng daerah kiaracondong detail sukapura minggu warga protes sangkut butuh minggu tera,8
halte busway stasiun kota tumpang tunggu bus perhati tindak,8
harap perhtaian tindaklanjutnya kondisi sungai tirem tanjung priok utara tanam ecng gondok penuh isi sungai dikuatirkan musim hujan dampak,8
tertib dagang kaki lima jembatan pasar ikan museum bahari ganggu tertib,8
harap perhati tindaklanjutnya parkir liar kampus usni yadika mall gandaria city selatan kerap ganggu jalan,8
busway koridor tua tunggu mogok ac panas jubel sesak armada busway koridor,8
keluh jalan s parman grogol arah slip lubang jalan tutup tutup patung orang bahaya jalan kota diti,8
info kamisaluran got sisi utara jalan rawa sari selatan rayadari by pass a yani lampu merah jembatan serong cempaka putih tanah salur keruk tedjo goenadi,8
bantu genang air antasari cipete raya selatan fly over hujan sebentar timbul genang cm hambat lintas arah selatan tuju blok m tinjau jalan kali pasir bangun salur air khawatir,8
informasi lampu terang jalan pju jalan kali pasir hotel andalus fungsi perhati,8
tertib penyalahgunaan imb belah rumah jalan gorontalo rt sungai bambu tanjung priok utara rumah belah kantor ilegal milik,8
jalan tuju smpn cengkareng barat jalan berlobang bau sedap dikarnakan mobil truk sampah muat sampah parkir jalan ditindaklanjuti,8
lintas cilandak town square arah jalan antasari alamanda tower kendara parkir badan jalan antasari jalan macet total perhati pagi kendara park,8
harap perhati tindaklanjutnya kondisi ruang buka hijau rth wilayah pulo nangka timur bangun liar cupup ganggu lihat kotor kumuh,8
harmoni arah jembatan tomang rsud tara sempit jalan gara gara separator beton traffic light tuju tomang raya separator beton sempit badan,8
terang lampu jalan jalan punai komplek paspampres timur kampung kramat jati mati jalan rawan jalan,8
rumah ibadat timur selesai bangun proses izin sesuai atur agama negeri no no th pb m fk,8
jalan raya mangga timur rs husada tuju arah barat jalan hayam wuruk bangun mundur an akibat jalur lambat jalan mangga b,8
ditjen hubung lautsaya bengkalai bangun labuh pelni ras natuna provinsi pulau riau dana cair milyar dasar info kompas regional cek lapang,8
harap renovasi masjid balaikota bangun ibadah luas pegawai warga balaikota,8
pagi lihat lembar kertas tempel kaca halte transjakarta judul tata tertib tumpang transjakarta sengaja potret halaman utama antri duduk par,8
jalan bendung hilir no pohon kering roboh laku tebang pudji,8
lokasi kota pasar sederhana rs hasan sadikin lampu jalan padam jalan sejahtera jalan sampurna jalan kurnia jalan area padam ter,8
jalan terowongan gandaria gandaria city rusak jalan bekas ban mobil kendara berat biar terjadinyaa celaka kendara perhati,8
cek kopaja p senen kekuninganac nya periksa,8
selamat siang chauw wen duduk jalan kurnia no lampu jalan padam kawasan rs hasan sadikin rs adcent utama jalan sejahtera jalan sampurna jalan kurnia seluru,8
rumah liar jalan samudera taman duren sawit tindak jalan samudera lebar meter sampah bangun kavling kavling tampung besi tua kayu,8
laku bongkar separator beton pisah jalur cepat lambat jalan mh thamrin bunderan air mada pohon pindah lokasi separator,8
harap perhati tindaklanjutnya kondisi taman kattleya letak tomang barat kondisi jogging tracknya milik tektur gelombang menggangg,8
tinggal komplek migas manggis palmerah barat kampus bus jalan rumah aspal tutup jalan rumah lebar cm kosong,8
perhati operasi lampu terang jalan boros sabtu oktober jalan kyai tapa grogol universitas trisakti rs sumber waras lihat terang jalan nyala siang sege,8
kwalitas aspal kerja wilayah pulo gebang permai rw bagus padat mudah kelupas minggu aspal paruh wilayah maksud rt r,8
provinsi jembatan seberang orang lintas palang pintu kereta api tanjung barat lenteng agung jembatan seberang pejal kaki sulit men,8
provinsi adu trotoar jalan raya pasar minggu pt askes pancoran tata pejal biar tanah me,8
harap perhati tindaklanjutnya proses bangun salur yudit gorong jalan taman permata indah jagal utara indikasi kerja rapi,8
dasar respon email lampir warga meruya selatan harap serius dinas kait janji jalan oktober sekar,8
provinsi adu angkot jurus kebayoran ciputat henti tunggu tumpang pasar jum at lebak bulus halaman ganggu lintas tutup akses jal,8
roxymas tuju roxy square rel kereta jembatan bahu jembatan penuh lapak pkl bahaya pejal kaki tindak ter,8
provinsi adu jalan rusak jalan gang b rt rw rawa badak koja utara tindak dinas kait,8
provinsi adu kena kerja salur air jalan antene radio rt rw gandaria utara kerja kerja,8
jalan daerah krendang timur krendang tambora barat jalan rusak parah,8
assalamu alaikum warga asli usul jalan jalan jembatan penyembrangan,8
saleh sapada ketua rt oo jalan swasembada timur kebon bawang tanjung priok perhati jalan jalan rusak survei dar,8
fasilitas wc musholla area tunggu tumpang stasiun ka senen prihatin air jorok kamar wc layan ratus orang calon tumpang,8
fasilitas jembatan penyebrangan orang jpo jalan i gusti ngurah rai kantor departemen agama timur biar bengkalai pengerjaanny,8
usul buah jembatan penyebrangan jalan warung jati raya gedung oleos wisma yakyf jalan buncit persada smp madrasah mesjid assalafiyah rumah sakit jmc,8
harap perhati tindaklanjutnya tiang terang jalan pju komplek yonhub rw kelapa kebon jeruk barat ganggu badan jalan,8
kerja salur air henti ganggu usaha lintas lokasi jalan raya pulo gebang rt rw pulo gebang cakung timur tindak,8
jalan daerah green ville duri kepa rusak bahaya kendara tindak,8
provinsi salur air jalan petak asem jalan belah sisi kawasan rt rw posisi cembung hujan tampung air rt rw penj,8
provinsi saleh sapada mnegadukan jalan rusak jalan swasembada timur kebon bawang tanjung priok jalan tindak dinas kait imak,8
info kena jalan daerah sunter jalan sunter indah raya alami rusa parah danau sunter penuh tumbuh eceng gondok tindak,8
provinsi proyek revitalisasi trotoar lengkap guiding block tuna netra utama jalan s parman slip arah tomang susun guiding block nya a,8
tertib lintas jalan raya jalan kedoya raya usaha parkir kendara operasional jalan kiri kanan jalan halaman ganggu aks,8
harap perhati tindaklanjutnya proses bangun drainase jalan raya pulo gebang timur kes bengkalai akibat arus lintas ganggu,8
saran kelola commuter line posisi stasiun stasiun henti fungsi krl halaman bantu turun utama malam da,8
pasar jalan otto iskandardinata tera larang parkir pampang himbauan spanduk isi perda perda parkir bebas sengaja pasilitasi tugas parkir,8
provinsi sabar warga cijantung kerja cilandak keluh gali pipa gas jalan tb simatupang macet resah gali semenjak,8
bagum ruang rapat hareudang ac nya kondisi,8
trotoar jalan gatot subroto usaha rumah dinas tni seskoad bersih dagang jalan kaki daerah seringkali jalan bahu jal,8
bus damri jurus elang cibiru diremajkan layak ganti bus damri ac,8
fredrik lintas daerah roxy grogol barat adu perihal kondisi jalan beranta pasuk jam sore parkir liar s,8
realisasi jalan tuju tol gedebage macet pagi arah samsat amen usia an damri du leuwi turun pasar paksa colek tubuh intim wanita dada paha riak lengos muka datar tolong tertib menggan,8
terminal angkot gelap stone cafe pintu masuk resort dago pakar tindak sulit tertib,8
jalan pati ukur rusak parah khusus unpad simpang dago tangan tks,8
jalan wilayah kiaracondong khusus nya kebonjayanti jalan nya perhati nya,8
jalan klining tambal bina marga biar hancur nyaman angkot gedebage,8
seberang griya buahbatu trotoar pakai pkl hak pejal kaki rampas lihat kumuh akibat biar pkl jual,8
dbdg paktolong lapang setra sari sd negeri sukawarnakarena lapang latih olahraga bantuanya perbaikiterima,8
jalan stasiun kereta api kiaracondong hancur berat bikin hancur mobil tindak,8
jalan surya sumantri rusak,8
tolong jalan daerah cigadung arah bojong jalan gelombang lantik bongkar biar lubang,8
jabat jalan tegalega arah peta lubang masyarakat tertib langgar lintas,8
bantu lihat trotoar jalan gatot subroto arah kiara condong trotoar rusak pejal kaki susah jalan desa motor bantu selesai enak jalan kaki usul walikota ridwan kamil hormat usul bis bis ukur utama bis kota bis pariwisata kenan pasuk kota pool parkir diba,8
jalan cimuncang lubang lampu merah sisa lubang tambal,8
assalammualaikum harap perhati tindaklanjutnya kondisi wilayah batas wilayah cipinang kebembem pisang timur salur air drainase tutup warung bangun liar dagang,8
assalamu alaikumpak walikota lubang jalan sunda dbmp lokasi jalan sunda rel kereta api jalan rakata,8
tertib papan jalan milik dinas hubung kota indikasi reklame resmi swasta lubang jalan sunda jengkel lokasi jalan sunda rel kereta api jalan rakata,8
kota betonisasi jalan ciheulang sekeloa coblong jalan ciheulang i,8
perhati kerja hasil bersih salur air tumpuk pinggir selokan salur air bersih bahu trotoar hujan masuk salur sia sia kotor r bamb,8
usul bangun shelter bus tmb jalan terkadang strategis akibat masyarakat malas tmb unit,8
provinsi wakil keluarga tinggal jalan cenderawasih raya no rt rw cengkareng barat harap provinsi cabut pita kejut jalan,8
jalan rumah sakit jalan cinambo ujung berung macet desak lampu lintas salam ahmad syamhadi,8
cor jalan gedebage selesai sambung beton bekas cor puasa finishing,8
jalur wisata sepeda warung bandrek dago pakar utara jalan hancursudah goweser korbanmohon tuju ridwan kamil sepeda cepat wujud,8
beton jalan kawasan jalan gedebage selatan selesai kerja beres beres selesai lajur,8
halo warga jalan cikutra jalan cikutra selesai berlobang bahu pinggir jalan hubung parkir carport jalan tanggung p,8
jalan makmur jalan eyckman rusak berat perhati dinas kait,8
pdam kota air pdam alir idul adha tindak nya langgan yahya ibrahim no langgan,8
walikota salahsatu macet a jual trotoar persis belok kendara belok hambat beli henti jual ditataulang konsumen,8
jalan hol kerja beton jalan tuntas sisa tanggung potong potong bahaya bikin macet,8
pungut liar jalan caringin lajur anak muda preman manfaat situasi sistem buka tutup jalan pungut resah bikin macet dit,8
pemkot aspal jalan jalan cigadung complain masyarakat proyek,8
batas jalan jalan supratman smpn selesai tolong selesai selamat pagi kang ridwan kamil tolong perhati kolong jembatan flyover pasupati lampu merah jalan cihampelas kondisi prihatin dijadiin sampah bagus dijadiin taman kota kang hatur nuhun,8
jalan babakan tarogong rusak parah,8
parkir liar rumah makan sate giyo tolong tertibkankalau sore bikin macet posisi jalan panjaitan kampus emputantular timur,8
jalan long asih jalan jelek batas cimahi tanggungjawab cimahi,8
jalan raya sap rusak parah tolong cepat kunjung,8
jalan cijerah rusak parah parah kendara jatuhtolong cepat,8
tolong jalan setra indah cipedes rusak parah jalan ramai jalan tembus pasteur sukajadi nuhun,8
bandungpa saran halaman sedia rangsang masyarakat kota sepeda revitalisasi jalur sepeda bijak instansi didik komersil,8
tolong jalan pabaki haji topek panjunan astananyar,8
jalan ciumbuleuit trotoar susah jalan kaki ya,8
jalan dipatiukur jalur alternatif jalan dago acara macet parah kondisi nyata jalan dipatiukur macet spbu macet macet tolong tertib piha,8
ujung median pisah jalan pasang lampu spotlight mantul malam celaka tekmira cihampelas wastukencana daerah ciwastra komplek rumah izin sinyalir amdal kualitas lingkung turun drastis jalan ciwastra banjir hujan rumah korban,8
jalan maranatha universitas maranata jalan pisah nya coak motor arah,8
rt rumah no rawamangun pulogadung timur tindak judi milik rumah simpatisan salah parpol ruma,8
walikota bandungjl babakan tarogong bolong bolong offroadkelurahan babakan tarogongkecamatan bojongloa kaler,8
lampu stop jalan sriwijaya sebentar hijau antri tangan,8
bangun gedung hotel h hotel bumi johar jalan johar no pusat langgar garis padan bangun gedung surat imb nya izin lantai bang,8
provinsi daerah batu ampar rt rw gali salur air meter september tahap pen,8
jalan bkr jalan sriwijaya jalan buah batu motor mobil ngebut tabrak lari korban tinggal dunia orang tua anak seberang tabrak motor mobil b,8
bus damri jurus kopo ledeng kota biang polusi tua asap knalpot kereta uap bertanggungjawab,8
jalan pasir koja minim terang malam,8
jalan pasirluyu timur ancol regol gubug huni liar duduk kota jual anak hidup gubuk buang sampah sembarang curi listrik me,8
jalan luas arcamanik rusak parah tindak tambal tambal raya sholat ied pikir janji du,8
gang kancil rt sukapura cilincing utara jalan alternatif jalan tipar cakung tuju bekas cakung semper kelapa gading rupa akses tuju rumah sakit fird,8
macet daerah sukamiskin krna angkot ulah ogah sindangjaya sukamiskin angkot semena mena henti timbul macet brwajib acap kali tindak tolong perhati,8
harap tinjau trotoar jalan caringin jalan gatot subroto pasang guiding block ubin kuning miring kursi rodamasih salah tindak,8
titip urus akta lahir bidan daerah cijambe ujungberung selesai pisannn maha ieu kang ridwan,8
provinsi tinggal jalan marunda rt no marunda cilincing utara daerah supply air normal pagi petang air air,8
trotoar wiyataguna jalan pjjran tdak bgus lubang buka perhati instansi terkaitkrn sdr tunanetra lalang tks perhati,8
aspal jalan jatihandap tuntas jalan tembus cikadut wilayah sinom ukur jalan tembus cikadut ukur tolong dbmp kota cek,8
terminal liar pasirkoja fungsi terminal resmi tanda s larang stop p larang parkir bus elp mangkal ngetem ganggu kendara belok soekarno hatta,8
alamat gading mas barat gangsa kelapa gading musim hujan banjir kali dangkal sampah lumpur ditindaklanjuti tanggulang kas,8
jalan buah batu pasar kordon kawasan didik telkom tolong jembatan penyebrang bahaya mobil daerah laju cepat haturnuhun,8
jalan cipedes rusak parah batu jalan kota cipedes jalur alternatif kendara,8
selamat siang lintas flyover kelapa gading tuju cibubur masuk rayap taman mini macet ujung cawang temu arus tol semanggi arus tol priok,8
dinas bina marga jalan sasakgantung aspal anak anak tuntut ilmu lingkung assalaam play grup sd smp taman didik al qur an dll walikota h dada s,8
punten ridwan jajar jembatan layang tolong cantik icon kota lampunanya hidup tuh,8
kali sms damri tindak perhati asa manusia kontrol lapang teduh layak pohon warung,8
pergi kota angkut banding kota ongkos angkut kota mahal jarak akibat masyarakat enggan kendara,8
pk pkl aksesoris mobil motor jual lokasi jual pintu rumah tinggal suara bising pasang suara klakson tegur lawan bawa preman ancam lo,8
kang emil nih rencana benah pasar kiaracondong realisasi masuk orang rute pasar numpuk angkot henti enak parkir liar nutupin,8
tertib polisi tidur aturankarena ganggu membahayahkan tertib jalan halang tsbt trims,8
lampu stop jalan sriwijaya dinas hubung dishub kota nyata beluuummmm beuhhhhh,8
cepat cegah tindak mobil pribadi motor jalur koridor cawang kuningan tolong cepat atur tegak cipta sistem transportasi massal rindu p ranti jak,8
trotoar wilayah utara pusat kota ya situ daerah kopo bangun,8
lampu merah jalan pahlawan gasibu mati,8
dihawatirkan meimbulkan macet,8
metromini jurus manggarai pasar minggu manggarai tuju universitas sahid tumpang metro mini suruh turun oper metro mini l,8
kang ridwan kamil mang oded kota lihat jembatan seberang orang jpo stadion persib jalan a yani layak arus lintas situ golong padat bahaya penyeb,8
assalamu alaikum wr wbkepada ridwan kamil walikota terpilihsaya warga daerah jamika pasar kaget jamika sengaja pelihara oknum so,8
jalan cikutra barat selesai beton sayang pinggir jalan beton dirapihkan diurug pakai barangkal sampah samping lihat bersih membahayak,8
kirmir sudut belok jalan cigadung raya barat jalan akuntansi nampaknya tanggulang habis gerus air,8
patas ac rute kp rambutan tanah abang operasi lagidan kali bis operasi kerja kerja sudirman tanah abang y,8
dbdg lampu merah tuju tol pasirkoja bus henti pinggir jalan cari tumpang sumber macet tindak tedrima,8
jalan hol laku cor jalan tuntas cor jalan laku bahaya jalan malam tindak,8
jam ngrus kprluan sukawarnalurahnya jam jugabirokrasi njelimet,8
selamat pagiterimakasih pemkot buka email adu warga guntur pramudya orang karyawan kerja jalan ir h juanda dago jalan aktivitas berangkat pulang,8
kota kang ridwan kamil mang oded usul jpo contoh masuk program nyaman bersih licin desain bagus kelas juara malam terang poten,8
kios liar jalan a yani terminal cicaheum tuj pemkot trotoar habis biaya adl u aman nyaman pejln kaki tuj salah u nyaman gelintir orang kios dagang,8
provinsi jakartasaya kena lampu terang jalan wilayah rw kedoya utara kebon jeruk barat wilayah lampu lampu terang jalan nyala sehing,8
kota bandungpenyebrang jalan menyebrang trotoar aman zebra cross pagar gambar pagar cabut posisi persis lingkung kantor pemkot,8
wr wb selasa oktober wib tumpang kereta commuter stasiun palmerah tuju stasiun sudimara ciputat parkir sepeda motor struk parkir beli tiket s,8
apak walikota tolong jalan antasari raya rw antapani jalan jalan jalan utama cek tkp rt rw aju j,8
instansi kait infrastruktur jalan tolong perhati jalan utama jalan daerah sariwates timur antapanibandung rumah pasang polisi tidur sembarang bahaya kendara mobil,8
supervisi aparat renovasi trotoar jalur kuning dkhususkan tunanetra standar,8
pemda kota bangun usaha rakyat modal tebal usaha kota pkl pkl lahir sedia harga jangkau selamat siang wali informasi perihal e ktp kiaracondong tksh,8
walikota kerja trotoar jalan merdeka permata bank bip polwiltabes selesai selesai sekolah st angela banjarsari bahaya anak anak pecat,8
harap kena jalan rusak daerah mangga kebon jeruk letak daerah kota daerah gajah mada jalan bangun ditindaklanjuti ubah,8
emil hatimohon plis jalan banda fo etalase kota bdgjl trunojoyo wisata kuliner khas bdgjl ambon parah lubang smpn jalan bengawan dr prapatan cend,8
kondisi jalan cipedes sukajadi arah masuk jalan sindang sirna prihatin jalan rusak parah lubang lokasi turun tuju kompleks setra indah tolong,8
infrastruktur jalan sindangsari cipadung kulon panyileukan rusak bolong bolong akses tuju sekolah min kasi anak anak kemarau jalan lubang penuh debu hujan langsung genang,8
bantu jalan amblas pasar lenteng agung cegah celaka macet masif jam jam tindaklanjutnya,8
